Index,Author,Title,Publication,Volume,Issue,Year,Pages,Multiple_Tools,DOI,File_Type,Tool_Name,Tool_Type,Organization/Group,University/Institute,Distribution_Method,Article_Purpose,File_Name,Text_File,File_Path,Notes,Problematic,
475,"Kilgarriff, A.; Rosenzweig, J.",Framework and Results for English SENSEVAL,Computers and the Humanities,34,1-2,2000,15-48,-,n/a,pdf,SENSEVAL,NLP; disambiguation,n/a,University of Durham,journal,Discuss tool usage,CHUM v34 n1-2 p15-48.pdf,CHUM-v34-n1-2-p15-48.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Evaluates the outcome of the SENSEVAL evaluation exercise for word sense disambiguation programs.,-,
476,"Segond, Frederique",Framework and Results for French,Computers and the Humanities,34,1-2,2000,49-60,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n1-2 p49-60.pdf,CHUM-v34-n1-2-p49-60.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the outcome of applying the ROMANSEVAL exercise to French.,-,
477,"Krishnamurthy, Ramesh; Nicholls, Diane",Peeling an Onion: The Lexicographer's Experience of Manual Sense-Tagging,Computers and the Humanities,34,1-2,2000,85-97,-,n/a,pdf,SENSEVAL,NLP; disambiguation,n/a,University of Durham,journal,Discuss tool usage,CHUM v34 n1-2 p85-97.pdf,CHUM-v34-n1-2-p85-97.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes the lexicographic process of evaluating automatic word sense disambiguation programs, using SENSEVAL",-,
478,"Ellman, Jeremy; Klincke, Ian; Tait, John",Word Sense Disambiguation by Information Filtering and Extraction,Computers and the Humanities,34,1-2,2000,127-134,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n1-2 p127-134.pdf,CHUM-v34-n1-2-p127-134.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes an approach to word sense disambiguation using information filtering and extraction.,-,
479,"Lee, Ho; Rim, Hae-Chang; Seo, Jungyun",Word Sense Disambiguation Using the Classification Information Model,Computers and the Humanities,34,1-2,2000,141-146,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n1-2 p141-146.pdf,CHUM-v34-n1-2-p141-146.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the Classification Information Model as a method of word sense disambiguation.,-,
480,"Litkowski, Kenneth C.",Senseval: The CL Research Experience,Computers and the Humanities,34,1-2,2000,153-158,-,n/a,pdf,SENSEVAL,NLP; disambiguation,n/a,University of Durham,journal,Discuss tool usage,CHUM v34 n1-2 p153-158.pdf,CHUM-v34-n1-2-p153-158.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on an analysis of the parsing output of the SENSEVAL system.,-,
481,"O'Hara, Tom; Wiebe, Janyce; Bruce, Rebecca",Selecting Decomposable Models for Word-Sense Disambiguation: The Grling-Sdm System,Computers and the Humanities,34,1-2,2000,159-164,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n1-2 p159-164.pdf,CHUM-v34-n1-2-p159-164.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes the grlng-sdm word-sense disambiguation, which competed in the 1998 SENSEVAL competition for WSD.",-,
482,"Suderman, Keith",Simple Word Sense Disambiguation,Computers and the Humanities,34,1-2,2000,165-170,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n1-2 p165-170.pdf,CHUM-v34-n1-2-p165-170.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes the Wisdom WSD system, which includes a simple supervised learning algorithm.",-,
483,"Veenstra, Jorn; Van Den Bosch, Antal; Buchholz, Sabine; Daelemans, Walter; Zavrel, Jakub",Memory-Based Word Sense Disambiguation,Computers and the Humanities,34,1-2,2000,171-177,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n1-2 p171-177.pdf,CHUM-v34-n1-2-p171-177.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes a memory-based classification archtecture for WSD, and its application to SENSEVAL. ",-,
484,"de Loupy, C.; El-Beze, M.; Marteau, P.-F.",Using Semantic Classification Trees for WSD,Computers and the Humanities,34,1-2,2000,187-192,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n1-2 p187-192.pdf,CHUM-v34-n1-2-p187-192.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on the evaluation of a WSD method based on semantic classifcation trees within SENSEVAL.,-,
485,"Burg, Jennifer; Boyle, Anne; Lang, Sheau-Dong",Using Constraint Logic Programming to Analyze the Chronology in 'A Rose for Emily',Computers and the Humanities,34,4,2000,377-392,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v34 n4 p377-392.pdf,CHUM-v34-n4-p377-392.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a study applying constraint logic programming to the chronology of Faulkner's non-linear story 'A Rose for Emily',-,
486,"De Gooijer, Jan G.; Laan, Nancy M.",Change-Point Analysis: Elision in Euripides' Orestes,Computers and the Humanities,35,2,2001,167-191,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n2 p167-191.pdf,CHUM-v35-n2-p167-191.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a project applying change-point analysis to the level of elision in the Orestes.,-,
487,"Stamatatos, E.; Fakotakis, N.; Kokkinakis, G.",Computer-Based Authorship Attribution Without Lexical Measures,Computers and the Humanities,35,2,2001,193-214,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n2 p193-214.pdf,CHUM-v35-n2-p193-214.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On an automated approach to authorship attribution that does not rely on lexical measures.,-,
488,"Urena-Lopez, L. Alfonso; Buenaga, Manuel; Gomez, Jose M.",Integrating Linguistic Resources in TC through WSD,Computers and the Humanities,35,2,2001,215-230,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n2 p215-230.pdf,CHUM-v35-n2-p215-230.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On how word sense disambiguation can be applied to text categorization tasks to integrate linguistic resources.,-,
489,"Woods, M.J.",Spanish Word Frequency: A Historical Surprise,Computers and the Humanities,35,2,2001,231-236,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n2 p231-236.pdf,CHUM-v35-n2-p231-236.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Reports on a comparison between 16th and 17th century, and 20th century Spanish, examining changes to word frequency over time.",-,
490,"Pollmann, Thijs; Baayen, R. Harald",Computing Historical Consciousness. A Quantitative Inquiry into the Presence of the Past in Newspaper Texts,Computers and the Humanities,35,3,2001,237-253,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n3 p237-253.pdf,CHUM-v35-n3-p237-253.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a project analyzing newspaper data in six languages from 1930-1990 for attention to the past within the text.,-,
491,"Whissell, Cynthia; Sigelman, Lee",The Times and the Man as Predictors of Emotion and Style in the Inaugural Addresses of U.S. Presidents,Computers and the Humanities,35,3,2001,255-272,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n3 p255-272.pdf,CHUM-v35-n3-p255-272.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a study in emotion and style comparing newspaper power language to that in presidential inaugural addresses in the States.,-,
492,"Anane, Rachid",Data Mining and Serial Documents,Computers and the Humanities,35,3,2001,299-314,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n3 p299-314.pdf,CHUM-v35-n3-p299-314.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on an investigation into the relevance and suitability of data mining as an approach to serial document reserarch.,-,
493,"Holmes, David I.; Robertson, Michael; Paez, Roxanna",Stephen Crane and the New-York Tribune: A Case Study in Traditional and Non-Traditional Authorship Attribution,Computers and the Humanities,35,3,2001,315-331,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n3 p315-331.pdf,CHUM-v35-n3-p315-331.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes how traditional and non-traditional authorship attribution identified seventeen new articles that may have been written by Stephen Crane.,-,
494,"Daimi, Kevin",Identifying Syntactic Ambiguities in Single-Parse Arabic Sentence,Computers and the Humanities,35,3,2001,333-349,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v35 n3 p333-349.pdf,CHUM-v35-n3-p333-349.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a technique for identifying the sources of several types of syntactic ambiguity in Arabic sentences.,-,
495,"Lecolinet, Eric; Robert, Laurent; Role, Francois",Text-image Coupling for Editing Literary Sources,Computers and the Humanities,36,1,2002,49-73,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v36 n1 p49-73.pdf,CHUM-v36-n1-p49-73.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Presents a system for editing and browsing complext literary hypermedia such as original manuscript documents.,-,
496,"McGann, Jerome",Dialogue and Interpretation at the Interface of Man and Machine. Reflections on the Textuality and a Proposal for an Experiment in Machine Reading,Computers and the Humanities,36,1,2002,95-107,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v36 n1 p95-107.pdf,CHUM-v36-n1-p95-107.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"A theoretical study of textuality containing a practical research proposal, making a case for new approaches to computerized text analysis.",-,
497,"Abuleil, Saleem; Evens, Martha",Extracting an Arabic Lexicon from Arabic Newspaper Text,Computers and the Humanities,36,2,2002,191-221,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v36 n2 p191-221.pdf,CHUM-v36-n2-p191-221.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes how to build a large, comprehensive and integrated Arabic lexicon by parsing newspaper text.",-,
498,"Hakkani-Tur, Dilek Z.; Oflazer, Kemal; Tur, Gokhan",Statistical Morphological Disambiguation for Agglutinative Languages,Computers and the Humanities,36,4,2002,381-410,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v36 n4 p381-410.pdf,CHUM-v36-n4-p381-410.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Presents statistical models for morphological disambiguation for agglutinative languages, describing its specific application to Turkish.",-,
499,"Smith, J.A.; Kelly, C.",Stylistic Constancy and Change Across Literary Corpora: Using Measures of Lexical Richness to Date Works,Computers and the Humanities,36,4,2002,411-430,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v36 n4 p411-430.pdf,CHUM-v36-n4-p411-430.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Proposes an empirical method of describing lexical richness by averaging chunks of text within a larger work or corpus.,-,
500,"Cha, Jeongwon; Lee, Geunbae; Lee, Jonghyeok",Korean Combinatory Categorial Grammar and Statistical Parsing,Computers and the Humanities,36,4,2002,431-453,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v36 n4 p431-453.pdf,CHUM-v36-n4-p431-453.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Korean Combinatory Categorial Grammar (KCCG) as a means of uniformly handling word order variations.,-,
501,"Burrows, John",Questions of Authorship: Attribution and Beyond,Computers and the Humanities,37,1,2003,5-32,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n1 p5-32.pdf,CHUM-v37-n1-p5-32.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Text of a lecture on authorship, addressing authorship and related issues.",-,
502,"Juola, Patrick",The Time Course of Language Change,Computers and the Humanities,37,1,2003,77-96,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n1 p77-96.pdf,CHUM-v37-n1-p77-96.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Presents a numberic and information theoretic model for meansuring language change without first specifying a type of change.,-,
503,"Spencer, Matthew; Bordalejo, Barbara; Wang, Li-San; Barbrook, Adrian C.; Mooney, Linne R.; Robinson, Peter; Warnow, Tandy; Howe, Christopher J.",Analyzing the Order of Items in Manuscripts of The Canterbury Tales,Computers and the Humanities,37,1,2003,97-109,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n1 p97-109.pdf,CHUM-v37-n1-p97-109.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Analyzes The Canterbury Tales for relationships by comparing various orderings of the manuscripts and constructing a stemma based on gene order analysis.,-,
504,"de Pasquale, Jean-Frederic; Meunier, Jean-Guy",Categorisation Techniques in Computer-Assisted Reading and Analysis of Texts (CARAT) in the Humanities,Computers and the Humanities,37,1,2003,111-118,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n1 p111-118.pdf,CHUM-v37-n1-p111-118.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details two strategies for computer-assisted reading and analysis of text.,-,
505,"Hardie, Andrew; McEnerery, Tony",The Were-Subjunctive in British Rural Dialects: Marrying Corpus and Questionnaire Data,Computers and the Humanities,37,2,2003,205-228,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n2 p205-228.pdf,CHUM-v37-n2-p205-228.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on an examination of the were-subjunctive in British rural dialects.,-,
506,"Hoover, David L.",Another Perspective on Vocabulary Richness,Computers and the Humanities,37,2,2003,151-178,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n2 p151-178.pdf,CHUM-v37-n2-p151-178.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Examines the usefulness of vocabulary richness for authorship attribution, including a test of whether vocabulary richness can capture an author's style or identity.",-,
507,"Tabov, Jordan",Chronological Distribution of Information in Historical Texts,Computers and the Humanities,37,2,2003,235-240,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n2 p235-240.pdf,CHUM-v37-n2-p235-240.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Offers another approach to constructing a chronological distribution of information in historic texts.,-,
508,"Bird, Steven; Simons, Gary",Extending Dublin Core Metadata to Support the Description and Discovery of Language Resources,Computers and the Humanities,37,4,2003,375-388,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n4 p375-388.pdf,CHUM-v37-n4-p375-388.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes OLAC metadata and its relationship to Dublin Core as a method of describing language resources.,-,
509,"Somers, Harold; Tweedie, Fiona",Authorship Attribution and Pastiche,Computers and the Humanities,37,4,2003,407-429,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n4 p407-429.pdf,CHUM-v37-n4-p407-429.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Considers authorship attribution techniques when faced with a pastiche, and whether a computer can distinguish between an author's genuine work and a fake. Also investigates how to tell whether the pastiche is good or the technique faulty.",-,
510,"Taboada, Maite",Modeling Task-Oriented Dialogue,Computers and the Humanities,37,4,2003,431-454,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n4 p431-454.pdf,CHUM-v37-n4-p431-454.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a method for improving NLP by using contextual information for disambiguation.,-,
511,"Burstein, Jill; Marcu, Daniel",A Machine Learning Approach for Identification of Thesis and Conclusion Statements in Student Essays,Computers and the Humanities,37,4,2003,455-467,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v37 n4 p455-467.pdf,CHUM-v37-n4-p455-467.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes and evaluates two essay-based discourse analysis systems identifying thesis and conclusion statements from student essays.,-,
512,"Spencer, Matthew; Wachtel, Klaus; Howe, Christopher J.",Representing Multiple Pathways of Textual Flow in the Greek Manuscripts of the Letter of James Using Reduced Median Networks,Computers and the Humanities,38,1,2004,1-14,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v38 n1 p1-14.pdf,CHUM-v38-n1-p1-14.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a method for reconstructing stemma applied to selected Greek manuscripts.,-,
513,"Collins, Jeff; Kaufer, David; Vlachos, Pantelis; Butler, Brian; Ishizaki, Suguru",Detecting Collaborations in Text,Computers and the Humanities,38,1,2004,15-36,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v38 n1 p15-36.pdf,CHUM-v38-n1-p15-36.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Presents and attribution study characterizing texts according to the representational language choices of the authors.,-,
